worker_id,platform,tenure_months,avg_rating,completion_rate,cancellation_rate,jobs_completed,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,income_month_7,income_month_8,income_month_9,income_month_10,income_month_11,income_month_12,jobs_month_1,jobs_month_2,jobs_month_3,jobs_month_4,jobs_month_5,jobs_month_6,jobs_month_7,jobs_month_8,jobs_month_9,jobs_month_10,jobs_month_11,jobs_month_12
W02712,Delivery,33,4.57,0.938,0.097,1658,25816,25536,26284,23714,24104,31461,30454,30129,29635,29321,23665,24842,45,56,65,58,49,54,47,57,53,51,57,46
W02713,Delivery,34,4.76,0.677,0.074,1965,24026,21380,24599,26683,30146,27855,31882,25286,27574,25524,20824,22755,55,48,51,51,59,57,53,58,64,62,55,58
W02714,Delivery,15,4.59,0.883,0.19,502,18720,22386,11492,16440,11316,13350,5000,17565,13769,17936,20348,23362,36,36,38,50,34,44,42,45,34,33,35,27
W02715,Freelance,12,4.81,0.847,0.11,759,20515,16650,19060,21267,19987,22375,24251,25437,21309,20034,19641,20822,73,66,66,60,48,66,67,53,67,66,53,58
W02716,Delivery,36,4.55,0.79,0.18,2130,12032,11255,14354,21423,14398,16733,10385,10593,13617,11916,8630,10571,69,63,59,60,45,55,74,60,65,79,55,62
W02717,Ride-Hailing,45,4.62,0.874,0.171,2681,28502,29544,33454,30717,32246,25006,25302,27279,25036,27807,22727,24738,63,59,55,61,54,58,51,50,55,53,54,73
W02718,Freelance,44,4.65,0.659,0.282,2167,33377,32791,32349,31630,29775,34263,40082,33985,33057,35834,32377,34191,55,57,47,47,45,46,35,44,43,45,45,38
W02719,Delivery,45,5.0,0.875,0.35,3059,16268,17856,12492,13702,12022,9018,10955,10282,17721,22846,15517,13378,68,83,56,60,63,58,65,43,66,64,75,53
W02720,Ride-Hailing,12,4.7,0.693,0.193,761,28057,26630,23490,32545,11299,35240,34264,25969,28381,28494,26284,22709,53,60,65,56,76,67,70,60,57,47,58,55
W02721,Ride-Hailing,22,4.22,0.973,0.231,1488,10527,12254,10881,9350,9404,13396,11808,13469,14192,14451,14396,14367,54,60,60,58,46,58,48,67,50,56,68,68
W02722,Home Services,24,4.41,0.83,0.254,1131,37030,29074,34501,35675,37371,32169,25789,37859,28510,36834,35476,34384,54,60,49,67,56,51,74,57,60,53,49,41
W02723,Delivery,22,4.7,0.789,0.197,1086,52133,31656,47744,55910,63684,59680,59122,63624,45664,43111,50814,57887,39,43,52,52,55,46,59,51,62,60,68,45
W02724,Ride-Hailing,31,4.86,0.958,0.186,1484,19062,34471,25685,24978,30994,21949,25503,19773,24579,20693,14884,35255,52,58,48,47,34,37,47,54,50,61,55,46
W02725,Delivery,12,4.37,0.82,0.061,713,12874,16723,14851,15502,12117,9810,17452,18218,13790,21526,13707,15988,51,58,53,47,57,69,47,67,57,66,60,60
W02726,Home Services,12,5.0,0.784,0.187,301,15263,21923,23055,22404,20486,18853,19124,24758,18660,21818,17278,19901,31,27,29,28,24,29,35,29,24,28,29,24
W02727,Home Services,12,4.59,0.911,0.155,610,29872,26655,24021,25562,22652,20453,21576,18211,24321,26024,26502,24941,53,60,48,47,56,54,62,56,56,50,58,55
W02728,Delivery,37,4.66,0.901,0.031,1947,27951,23529,34961,28821,23021,15260,26022,21833,34817,21134,24316,15677,47,60,39,53,58,66,53,49,36,55,57,52
W02729,Delivery,12,4.24,0.94,0.322,969,19065,20679,9309,13097,17245,19792,16805,14862,14403,18397,14183,13389,75,70,81,91,81,80,79,93,77,96,43,74
W02730,Freelance,22,4.83,0.835,0.243,667,18239,22739,27241,25363,21530,14063,23869,18080,13771,17741,21541,21441,38,32,29,34,32,40,27,33,29,38,46,35
W02731,Delivery,14,4.44,0.877,0.143,454,39289,36039,29403,31971,33074,42763,27662,23138,34436,28472,23867,41170,31,31,31,34,35,27,31,34,40,31,25,28
W02732,Delivery,15,4.36,0.786,0.284,630,23470,26214,20730,21262,22876,27270,33019,29070,30543,27106,25621,18163,53,42,37,38,40,45,40,45,42,51,49,41
W02733,Ride-Hailing,18,4.47,0.786,0.139,963,14225,17317,20873,16485,18435,14151,16764,15761,16574,21419,13898,16419,61,64,78,71,59,63,37,48,37,62,56,62
W02734,Delivery,15,4.9,0.843,0.045,765,27616,37902,26675,31415,26193,38455,53040,39460,42925,41767,49701,31162,43,47,47,49,57,46,61,53,56,42,40,44
W02735,Delivery,12,4.67,0.908,0.054,218,17306,16843,24835,26468,19071,17333,14000,22019,22684,19894,14769,32421,17,23,17,19,23,24,26,26,24,23,28,26
W02736,Ride-Hailing,18,4.33,0.578,0.166,525,12452,13887,5000,9303,9998,10684,9186,13071,10667,8517,8315,20199,35,33,29,38,25,36,39,25,38,29,30,30
W02737,Delivery,12,4.42,0.76,0.101,1029,16063,16951,17423,14695,13887,13487,14580,18270,13831,15259,18452,19697,92,91,75,73,72,91,86,71,65,84,74,69
W02738,Ride-Hailing,12,4.9,0.951,0.237,1164,41077,40094,34232,49106,58505,40875,47196,34263,48491,35569,64209,42730,91,70,93,92,98,97,99,91,80,99,88,112
W02739,Home Services,53,4.49,0.928,0.109,3409,27959,35912,28438,26350,34820,34326,31500,31938,32101,32760,28298,31034,68,60,67,59,68,60,57,71,68,81,68,71
W02740,Ride-Hailing,12,4.69,0.917,0.293,647,32586,43044,37837,25244,38918,31694,18306,16088,26918,26233,29003,30591,63,58,48,65,56,51,43,56,52,39,58,41
W02741,Delivery,18,4.75,0.867,0.034,945,21066,22274,24910,26959,39761,34631,29503,35456,35257,28806,27365,23430,45,51,61,59,50,45,56,49,55,63,73,65
W02742,Home Services,23,3.7,0.787,0.13,1062,17381,26382,27412,37427,25798,50297,34050,27016,27039,20081,17633,21665,44,39,35,36,31,37,41,41,41,33,41,56
W02743,Delivery,53,4.87,0.913,0.177,4195,17840,12831,13988,17037,17995,17501,18749,17179,17352,18505,16295,14652,79,82,80,76,84,87,81,60,70,65,89,78
W02744,Home Services,12,4.34,0.803,0.048,1002,17934,9743,15329,12266,10934,16019,17059,14343,19159,17405,16263,14838,73,77,78,95,77,112,70,86,86,78,90,71
W02745,Delivery,42,4.46,0.75,0.239,1769,10870,22036,19573,16597,20282,21417,11650,19866,13639,14569,13041,16926,52,49,37,33,41,40,33,40,44,32,46,45
W02746,Home Services,18,4.93,0.904,0.182,1149,24030,26922,32844,30185,30328,26784,31819,23991,32027,22595,25639,20899,65,73,69,57,47,64,53,62,58,79,80,72
W02747,Delivery,19,4.91,0.856,0.175,886,22560,34909,28297,30903,27970,22463,30549,24366,42921,35790,28390,32041,52,51,51,59,52,44,52,50,44,46,44,43
W02748,Delivery,30,4.67,0.853,0.114,2174,34547,28951,28889,26628,38821,42245,30839,22318,28678,30829,26203,24319,65,71,63,66,60,79,55,71,66,63,51,66
W02749,Ride-Hailing,46,4.73,0.817,0.063,2351,34200,45306,35334,46911,32297,28207,27125,24232,27963,67137,47038,41280,42,51,51,49,44,51,57,46,48,50,41,47
W02750,Delivery,15,4.79,0.767,0.183,594,36588,32948,33814,39981,37749,37198,35136,35667,36678,30356,34791,31903,43,42,38,42,46,33,46,48,40,47,51,49
W02751,Delivery,24,4.91,0.87,0.12,1400,30341,32034,35189,27351,49474,28152,32462,27985,33775,42967,37560,31447,63,61,45,65,63,76,57,56,59,62,47,60
W02752,Home Services,22,4.94,0.722,0.067,727,24906,30515,32146,33131,39126,16967,26782,31962,16848,9758,35323,18329,28,30,35,34,35,33,27,34,22,32,36,21
W02753,Home Services,22,4.58,0.913,0.129,1328,30007,26292,17366,22271,26697,19354,20488,18769,14883,16039,10855,20176,51,55,62,53,71,42,51,54,52,42,48,64
W02754,Delivery,33,4.37,0.937,0.301,1499,29470,29840,17494,27518,29244,26069,23065,28732,22961,21736,19647,27456,51,45,58,52,51,47,54,41,42,44,43,45
W02755,Freelance,13,4.49,0.882,0.146,873,23150,19243,14859,17937,22184,8074,24084,16031,20555,23540,10861,22965,76,70,63,70,80,74,73,76,55,51,60,66
W02756,Home Services,16,4.58,0.89,0.089,828,13581,7330,11941,13247,9463,10411,11501,13507,10245,9376,9962,5955,59,51,59,56,49,50,57,45,54,61,62,58
W02757,Freelance,12,4.54,0.724,0.158,680,48650,25719,36618,39362,45372,43711,31517,32006,33676,45439,43479,32541,53,52,66,56,57,55,60,68,46,46,51,58
W02758,Home Services,28,4.3,0.931,0.162,1884,19276,19064,17687,20744,17085,17294,20265,21124,20345,18869,17321,18467,66,91,75,65,73,73,73,67,72,75,90,65
W02759,Home Services,21,4.66,0.83,0.243,1293,21384,21267,21410,21328,21958,21522,24693,22030,20317,25139,20274,21355,81,73,73,72,73,65,75,59,61,59,66,78
W02760,Ride-Hailing,46,4.16,0.937,0.05,3575,20438,21743,23193,25670,25276,24828,25278,22860,22930,19641,22618,21790,72,70,73,64,61,68,63,69,69,59,77,70
W02761,Home Services,12,4.57,0.84,0.175,474,19614,17987,17977,18149,25867,21095,20419,27399,23535,18214,20175,16609,38,43,34,37,39,34,40,36,28,35,37,32
W02762,Freelance,57,4.59,0.734,0.05,3582,24813,19491,20520,14528,21560,17962,10885,7931,16941,19770,18581,21276,63,60,69,56,63,69,52,77,82,67,62,66
W02763,Delivery,31,4.58,0.824,0.139,2654,13946,17935,12538,18262,10026,14267,12676,12842,15627,11202,13609,23399,91,73,86,74,78,69,86,66,77,78,107,89
W02764,Delivery,12,4.76,0.5,0.093,299,10282,9958,11991,13632,8271,13612,13952,12419,10059,11172,14440,5845,21,20,30,28,22,26,35,22,19,22,24,24
W02765,Delivery,30,4.73,0.852,0.117,962,28465,22569,17830,26597,24158,35177,20796,25181,31095,23351,23490,29144,29,29,29,40,28,37,45,36,29,31,33,35
W02766,Freelance,14,5.0,0.966,0.093,1313,47805,44275,33978,31420,31809,33816,43684,27440,35687,30865,41087,32922,106,101,94,89,74,100,89,90,110,89,100,96
W02767,Ride-Hailing,17,4.42,0.919,0.132,1094,18403,11031,20094,22546,30444,33571,25112,16576,22443,28554,35852,34149,74,56,56,43,64,77,75,63,62,47,69,65
W02768,Home Services,16,4.62,0.63,0.291,703,19165,17065,18222,17068,14914,16261,14444,15399,16881,18819,19620,14852,48,37,37,57,33,54,55,41,47,52,40,42
W02769,Home Services,41,4.6,0.892,0.264,1594,23892,22399,22673,19307,13363,15352,17270,20384,21190,21604,22007,16992,38,27,32,34,38,38,39,32,30,29,26,31
W02770,Freelance,12,4.59,0.92,0.134,517,26199,29057,18251,36852,19844,25221,20303,28140,35371,5000,27495,19489,50,40,41,39,48,41,42,39,57,46,44,40
W02771,Delivery,19,4.23,0.859,0.086,334,30021,29957,27267,26175,25807,25318,27982,27412,30581,30245,31128,30884,19,16,17,18,18,14,16,17,15,22,19,14
W02772,Home Services,20,4.25,0.916,0.284,1036,18440,16382,18420,15606,15698,17144,14729,18938,18360,16417,17780,19986,57,58,71,58,49,62,68,48,64,52,47,52
W02773,Freelance,15,4.55,0.881,0.202,1264,14044,15137,11214,14023,15327,16801,17013,13659,21522,15532,17445,13665,83,79,95,86,77,76,69,68,73,67,48,62
W02774,Delivery,12,4.16,0.848,0.188,865,15550,17959,16682,14303,17272,14227,17651,14148,12924,16107,14147,13000,81,85,65,59,71,79,81,80,95,90,111,82
W02775,Home Services,12,4.47,0.786,0.165,291,23673,32972,27883,9073,29465,23188,28753,36973,16614,17338,20509,33300,22,14,24,25,19,19,18,25,22,22,18,19
W02776,Delivery,19,4.39,0.787,0.105,1137,14690,17123,14355,14142,18008,11101,21076,15543,8705,6995,17463,8855,67,67,62,56,70,70,67,56,71,50,58,53
W02777,Ride-Hailing,28,4.48,0.845,0.106,1568,17586,14039,15071,14205,13157,14660,16596,19937,20041,19360,14798,17864,68,52,50,48,57,45,49,54,41,56,55,63
W02778,Ride-Hailing,21,4.83,0.895,0.227,1512,19056,23307,18187,21219,22874,16199,18346,13241,18634,22714,23799,21518,74,69,76,68,75,59,66,57,79,70,52,61
W02779,Delivery,12,4.28,0.695,0.271,215,31323,50535,46842,43646,46822,49101,43003,32160,39870,45336,37775,26897,17,14,18,13,12,13,11,15,16,13,18,14
W02780,Delivery,20,4.77,0.756,0.266,1014,17487,17835,16330,18649,21727,22198,16391,18242,14953,17512,16587,15183,46,54,54,43,55,51,57,53,65,53,64,54
W02781,Delivery,46,4.41,0.827,0.239,1824,20182,33785,14400,34998,30828,34434,22715,16899,26653,20515,34160,35045,37,34,31,29,32,36,36,26,31,50,38,51
W02782,Delivery,13,4.44,0.768,0.147,436,5248,11721,5881,14943,12475,21335,13459,15929,8016,9651,5000,16426,35,37,39,31,29,34,27,34,47,36,29,36
W02783,Ride-Hailing,23,4.67,0.745,0.028,2071,24442,14255,32054,17787,24081,9731,24248,32380,16260,16631,15690,18658,73,76,73,72,108,69,89,96,80,63,88,86
W02784,Delivery,25,4.48,0.841,0.047,1938,7273,5000,5548,7501,5000,12786,11277,10117,13054,9964,5463,5000,86,73,82,86,86,85,78,95,103,91,71,93
W02785,Delivery,12,4.33,0.72,0.137,713,23474,22334,24482,15798,19697,26510,22198,23098,18094,30400,19615,17521,50,64,60,72,60,58,53,69,62,54,60,58
W02786,Home Services,17,4.46,0.731,0.09,332,9103,18852,24755,15394,15670,15839,21041,18517,5139,20973,23344,20742,21,19,20,19,23,14,18,17,18,18,19,20
W02787,Home Services,17,4.11,0.875,0.235,779,22836,28913,25231,35201,22589,21181,27264,20121,18925,12935,19052,24314,32,48,40,44,36,41,42,39,45,37,45,45
W02788,Ride-Hailing,21,4.65,0.779,0.079,1963,18378,19603,15166,17654,16208,20683,15632,17597,27466,18250,14725,9973,82,75,102,97,87,104,60,71,91,78,91,90
W02789,Freelance,40,3.77,0.696,0.247,2048,32073,29942,32472,29718,36781,45428,44110,36452,40754,27561,44436,51965,48,59,55,49,53,52,51,48,50,53,46,49
W02790,Delivery,12,4.77,0.896,0.193,396,26639,26764,24528,12636,15289,15815,14941,14265,8277,13911,25862,26967,33,36,38,31,31,36,28,30,39,34,39,28
W02791,Home Services,42,4.7,0.751,0.025,2624,20486,22570,21485,20862,17987,19366,18919,18252,17330,19171,19327,20397,57,67,64,57,55,49,52,51,41,56,74,54
W02792,Delivery,29,4.95,0.807,0.289,1734,14923,19575,23102,21484,18657,19444,15465,17208,20178,18720,18559,15355,54,47,44,62,54,52,62,51,42,49,49,52
W02793,Home Services,58,5.0,0.711,0.1,1855,27875,23835,21586,21116,22600,26455,19621,20935,18998,13389,23239,37009,37,37,39,32,39,28,35,37,38,38,39,40
W02794,Freelance,12,4.78,0.879,0.107,514,20911,22380,27147,18687,18343,21659,19617,27666,22571,30454,20333,27739,42,43,40,36,43,51,35,50,40,45,46,42
W02795,Home Services,12,4.39,0.758,0.151,345,16259,17564,16011,10404,9922,20218,18648,19845,10385,12900,23640,13483,31,33,35,25,25,31,31,33,28,29,30,29
W02796,Ride-Hailing,60,5.0,0.977,0.056,6091,16461,20550,21323,18203,12157,26905,24677,23593,21500,24787,16654,21086,103,87,83,82,97,101,98,104,118,103,125,97
W02797,Ride-Hailing,12,4.25,0.846,0.101,457,23618,28653,27129,26360,17702,24056,25124,29100,26056,23985,21002,28620,36,45,41,44,53,38,47,39,43,34,39,40
W02798,Delivery,12,4.07,0.686,0.069,559,23192,18153,33381,27443,20042,32533,31844,46220,48865,60579,44807,24570,59,49,38,42,39,46,51,47,52,52,45,44
W02799,Home Services,12,5.0,0.95,0.266,632,31614,38093,27993,31844,28654,17089,25485,34912,29958,40635,31410,43015,46,43,51,48,49,53,52,46,48,52,47,58
W02800,Home Services,29,4.7,0.755,0.152,1694,23618,27614,13615,34124,21040,32035,17158,23251,25446,26174,23564,24144,65,66,71,70,72,81,67,82,65,83,62,54
W02801,Freelance,18,4.08,0.791,0.175,341,32218,39409,22768,27122,34808,31723,24298,29551,35621,37356,43544,44317,17,18,19,21,17,22,22,23,21,20,21,22
W02802,Ride-Hailing,13,4.21,0.932,0.173,699,14138,11714,9974,15673,19526,14040,10398,24032,19752,12775,17814,12055,53,54,51,56,37,52,55,40,47,58,66,52
W02803,Delivery,52,4.69,0.9,0.167,2788,51301,43928,35191,35515,24788,44415,24324,26301,27676,26226,13914,32639,55,54,50,48,56,71,62,57,70,49,47,55
W02804,Ride-Hailing,12,4.33,0.957,0.084,783,32584,21236,20142,13565,24292,16588,20456,30242,15066,10877,24550,17380,55,63,69,54,57,55,68,56,75,60,65,59
W02805,Delivery,36,4.37,0.722,0.26,1900,19476,21011,26799,21186,21481,18161,21310,18730,20794,16681,19419,22483,59,51,57,43,71,59,63,48,45,62,66,56
W02806,Delivery,20,5.0,0.773,0.242,744,18526,19627,22039,19716,18004,16180,18084,20861,22432,19884,25370,17107,34,31,37,36,40,38,38,33,35,34,32,40
W02807,Delivery,13,5.0,0.874,0.146,687,22503,30917,22457,24692,38505,25107,23558,32615,31216,26252,22511,28039,57,40,54,55,59,61,56,47,53,68,59,53
W02808,Home Services,14,4.59,0.775,0.102,847,21998,17721,16372,17116,21450,15789,17082,17019,17427,22527,21636,18460,71,52,69,55,56,69,54,73,72,80,66,66
W02809,Delivery,17,4.51,0.925,0.167,852,22171,25165,18787,21343,28165,28527,24623,24646,25211,20128,18202,14509,59,52,51,51,62,52,60,62,56,60,58,60
W02810,Delivery,12,4.78,0.604,0.185,661,21004,27048,19785,20014,5000,5879,22828,25959,25047,21109,23246,33143,65,48,58,51,55,49,57,49,62,46,50,52
W02811,Delivery,33,4.41,0.904,0.259,3075,39636,24823,35725,37070,28120,32867,29896,17742,31038,30571,28329,31803,88,58,88,69,71,69,80,87,89,83,86,101
W02812,Freelance,16,3.99,0.553,0.273,1182,8522,20151,11648,13034,13374,15350,11226,5000,20288,5000,14147,12124,80,68,79,59,65,64,69,67,83,61,68,64
W02813,Home Services,30,3.86,0.875,0.052,1366,21598,33173,20239,26739,19759,13737,20379,32175,14468,13300,11848,26257,47,46,38,41,44,42,41,55,40,42,39,46
W02814,Delivery,14,4.53,0.773,0.104,673,23568,23729,33140,21918,23049,23834,35651,38107,34914,36556,25763,27130,54,51,50,39,51,50,48,60,39,56,72,46
W02815,Delivery,23,4.77,0.799,0.052,1433,52116,53924,37963,17455,25138,32434,46070,56225,29207,46632,55754,41643,63,54,55,71,57,54,66,55,71,63,71,66
W02816,Ride-Hailing,23,4.55,0.705,0.137,742,12429,24476,5655,27289,26149,16327,17238,22055,21511,13115,17456,16667,39,35,31,33,35,30,35,38,41,33,32,34
W02817,Delivery,21,4.75,0.975,0.35,1083,28482,42799,69124,64764,43739,19538,21982,26343,68107,55012,41429,39105,55,39,49,50,60,47,53,58,54,49,45,44
W02818,Ride-Hailing,42,4.78,0.849,0.072,2740,10052,21333,5082,14000,25676,28042,37964,44624,26834,34498,15315,7488,76,67,65,68,70,60,71,54,54,62,63,60
W02819,Ride-Hailing,45,4.9,0.829,0.185,1467,12257,12975,9540,12525,13557,13246,15601,14389,13252,13484,13181,13781,39,38,36,34,34,30,38,34,35,41,44,33
W02820,Freelance,32,4.6,0.877,0.194,2206,28648,23798,27227,27270,22181,24723,22732,25536,26827,25659,26157,28710,60,52,66,54,87,76,83,80,88,71,68,69
W02821,Delivery,38,4.62,0.709,0.064,2481,21538,29419,21733,18588,18408,23974,15986,15502,12401,18081,19098,13052,88,72,79,83,82,66,70,80,53,67,55,71
W02822,Home Services,31,4.54,0.775,0.06,561,16320,15893,18150,15716,16426,16051,15703,14553,16923,19316,19384,17773,17,18,15,21,20,21,18,16,18,17,16,18
W02823,Delivery,15,4.49,0.856,0.159,883,12555,11457,12296,9922,15584,11074,10414,11719,18066,12023,14490,17467,56,59,72,71,74,71,77,79,67,66,75,56
W02824,Freelance,19,4.16,0.916,0.308,1315,22474,21958,24539,12861,20374,20729,23726,23516,27412,26490,10268,28091,83,67,75,80,91,80,84,89,85,93,82,78
W02825,Freelance,12,4.84,0.968,0.17,682,24203,28411,24057,30467,37910,21536,25792,25183,19470,25422,22065,20069,48,49,50,52,62,58,56,54,50,59,57,49
W02826,Home Services,12,4.45,0.873,0.142,379,23139,16985,21452,22029,25760,27688,23445,23460,9536,25595,26810,27963,41,30,31,29,30,27,32,28,24,31,37,29
W02827,Ride-Hailing,12,4.44,0.963,0.156,842,19215,24246,16834,17912,15107,18820,17413,19313,19612,18300,16185,26180,72,76,75,75,75,64,66,83,65,80,61,62
W02828,Delivery,13,4.41,0.895,0.049,662,14296,12167,13252,16113,20089,15920,17157,13290,10968,12696,17241,13028,40,39,54,51,48,45,46,43,45,37,50,41
W02829,Home Services,24,4.21,0.945,0.289,1616,30212,32802,31473,28068,35287,34340,31896,26931,37287,35660,28684,31787,73,65,59,62,72,74,59,71,72,57,59,60
W02830,Home Services,15,4.53,0.724,0.115,1072,26051,25392,26428,18961,24472,21784,24962,30405,32177,23787,26257,22191,77,68,71,53,65,69,66,86,61,71,64,65
W02831,Delivery,34,4.68,0.79,0.199,1222,7342,6994,7817,6823,6873,6424,5826,6027,5930,5314,6174,6779,31,27,39,38,38,42,34,32,31,33,30,26
W02832,Ride-Hailing,12,4.37,0.667,0.269,809,14605,20900,20125,18427,20220,20033,16450,14382,15140,13959,19893,16287,51,57,76,57,65,42,55,58,57,56,52,69
W02833,Ride-Hailing,29,4.81,0.877,0.089,1006,25600,27141,27048,28337,16150,11401,11406,22234,24440,37045,37810,27708,41,35,35,39,40,36,42,36,36,32,37,40
W02834,Home Services,12,4.46,0.816,0.089,375,34480,36217,37733,37368,25563,43168,32471,40429,24108,27838,35077,34264,31,24,32,27,31,32,34,37,28,33,29,34
W02835,Home Services,41,4.17,0.678,0.066,2687,40898,38021,32049,20365,41751,38022,49238,26183,28825,48238,24401,32808,71,67,69,57,64,64,63,58,73,65,82,65
W02836,Ride-Hailing,12,4.89,0.836,0.35,685,30139,25886,23230,5000,26610,43923,30424,31158,24804,20420,28394,26258,50,50,53,53,62,52,56,46,56,52,60,68
W02837,Ride-Hailing,27,4.6,0.799,0.197,383,15145,16426,12691,18480,18439,12723,14327,14559,14334,25803,23118,15127,15,16,12,14,15,15,16,19,16,12,11,13
W02838,Delivery,13,4.77,0.978,0.063,798,43354,40680,31670,35618,41928,33321,26992,32807,39264,37050,44544,32271,67,64,69,62,67,62,60,58,79,53,67,83
W02839,Delivery,49,4.77,0.746,0.28,1584,34059,18834,32078,33812,34068,24965,34922,33699,30177,33652,32597,18265,25,31,30,35,29,29,34,31,32,37,38,29
W02840,Delivery,48,4.31,0.795,0.035,2456,19297,22217,27447,17484,19540,23333,16693,17335,19007,21970,13459,18069,57,58,51,55,49,54,50,55,53,52,51,53
W02841,Home Services,26,4.42,0.862,0.209,1162,31542,16764,26629,22293,24910,24399,34991,22579,20185,26291,25170,9027,51,49,34,40,44,61,45,59,36,59,49,51
W02842,Ride-Hailing,26,4.81,0.941,0.169,1618,12539,34882,27045,11439,18300,31637,25589,19449,16443,19199,25199,11242,49,65,60,78,86,64,78,78,73,73,73,64
W02843,Ride-Hailing,32,5.0,0.606,0.241,2393,10527,15346,25229,22736,16269,16634,15000,11507,20940,19126,14806,13854,74,49,49,62,74,69,63,68,66,60,64,54
W02844,Delivery,29,4.57,0.805,0.149,1617,16187,18458,20966,17673,15917,21397,12704,11958,32891,32475,26227,20184,60,47,67,62,69,57,58,48,65,63,78,62
W02845,Delivery,35,4.39,0.766,0.132,2473,29583,33818,39840,32068,28105,49354,37543,31499,18221,23391,18757,26126,68,70,68,51,56,68,67,77,63,55,63,66
W02846,Ride-Hailing,12,4.97,0.948,0.284,688,16793,14114,23500,29122,19318,30955,32442,40628,14984,23300,11007,5598,46,52,53,59,59,52,55,48,61,45,57,47
W02847,Delivery,21,4.39,0.881,0.265,1492,23588,38054,31751,23459,25829,23736,18540,27682,18780,14683,22024,13715,62,58,59,61,60,79,85,101,93,83,65,58
W02848,Delivery,14,4.63,0.707,0.165,778,15769,18519,19071,15244,14930,15767,16792,16030,16685,16107,16310,19214,52,50,61,78,48,58,56,52,52,59,45,59
W02849,Home Services,47,4.44,0.893,0.007,3679,27884,34754,26020,29176,29880,27426,32229,29601,22374,39477,20270,28827,81,83,93,61,97,80,56,67,70,67,76,84
W02850,Delivery,12,4.62,0.783,0.226,1043,28287,18291,30658,24941,30104,27448,13568,37748,23285,30555,20004,31371,79,81,83,96,91,80,73,70,70,71,96,74
W02851,Delivery,52,4.31,0.999,0.26,4149,14239,12169,14852,13763,17640,15237,12764,14131,14368,12182,17815,13054,73,75,84,86,85,84,92,71,60,78,71,54
W02852,Ride-Hailing,21,4.46,0.745,0.059,1265,23480,21269,18072,25749,13110,20508,19733,27793,22473,25945,19525,19999,55,50,60,53,51,61,61,64,58,48,42,42
W02853,Home Services,35,4.39,0.934,0.173,3045,41168,24778,12690,29594,22325,15346,19835,18454,21496,24240,17492,15722,89,72,94,97,103,82,81,87,84,72,79,79
W02854,Delivery,15,4.72,0.73,0.277,668,42024,44718,46125,40460,41082,41354,37356,39594,36251,40163,41820,46457,41,43,43,52,61,42,45,45,48,37,38,34
W02855,Home Services,12,4.59,0.92,0.142,695,12906,17348,19080,12836,19623,14647,27097,9817,21532,14974,8054,30656,41,56,55,52,51,56,51,61,54,61,65,59
W02856,Freelance,46,4.77,0.87,0.21,2823,19176,15521,15937,18679,17318,17131,17696,16098,18383,19135,15446,18709,64,77,65,52,61,64,54,57,57,54,55,71
W02857,Home Services,28,4.34,0.916,0.17,1392,12338,17017,11550,7401,22318,12201,9650,12952,17777,25201,12105,16942,47,43,49,48,44,54,57,58,53,50,58,38
W02858,Ride-Hailing,12,4.5,0.94,0.043,759,48117,39798,38423,42681,43758,47106,45689,40668,39605,32072,47426,51414,89,64,65,79,61,72,68,61,70,75,83,83
W02859,Home Services,19,4.71,0.856,0.052,1180,30613,54539,42557,37695,65641,48160,40841,56010,37618,29557,6720,29469,47,50,56,57,55,63,58,47,66,47,47,59
W02860,Ride-Hailing,18,4.76,0.925,0.091,470,29189,31855,31414,19702,30275,26693,32826,23994,12169,28606,34720,22697,22,28,28,25,24,24,24,29,28,26,21,23
W02861,Ride-Hailing,27,4.19,0.95,0.257,775,9705,11677,20478,20273,20191,14805,15876,19837,21498,18481,23260,11107,32,24,37,35,36,36,26,32,34,24,35,32
W02862,Ride-Hailing,12,4.63,0.714,0.035,700,9010,10361,20981,9951,9906,10723,11698,13132,18013,8088,14853,16008,69,66,67,67,72,71,68,83,84,69,69,69
W02863,Delivery,12,4.35,0.825,0.196,456,20742,18803,19449,10344,19899,20590,18403,16871,12772,16568,14565,20545,34,39,43,35,36,34,43,34,35,36,31,38
W02864,Delivery,22,4.78,0.721,0.068,1212,10808,11040,9369,9167,9423,8066,11065,10842,11040,13250,11183,10751,63,61,61,60,56,71,58,66,56,59,64,66
W02865,Ride-Hailing,12,5.0,0.869,0.091,538,14397,14095,16135,16253,13473,10947,12237,12052,16890,13013,13589,16861,58,39,48,48,35,37,36,46,42,54,46,42
W02866,Delivery,47,3.9,0.8,0.242,3068,15342,19171,15103,17801,18055,21866,14097,15580,17001,17387,17967,18064,70,64,65,54,64,76,66,76,63,66,55,58
W02867,Ride-Hailing,33,4.39,0.914,0.233,1928,22283,25408,32516,24009,22593,24274,22466,25135,10836,24659,26768,29246,50,45,60,49,53,47,49,74,50,61,59,48
W02868,Ride-Hailing,33,4.62,0.763,0.237,1419,26551,27633,27316,22823,25736,25614,24041,25656,23728,25046,28962,22577,40,31,34,48,37,42,46,33,35,44,45,39
W02869,Freelance,12,4.55,0.756,0.295,378,20817,27233,25272,21548,29314,28640,28795,27716,27625,25863,29282,21596,30,31,33,26,27,25,20,29,27,28,18,33
W02870,Delivery,15,4.78,0.839,0.163,1056,35267,36991,37512,34137,31821,31961,32450,38708,27639,36741,24764,32128,75,64,78,81,85,73,82,59,61,70,73,75
